vol,logmean,gap_area_percent,forest_map,closed,open,other,fire,fire_bb,w,year
0,1.67189052784794,97.4444444444444,other,0,0,1,0,1,1,2021
0,1.64292209205667,98.2222222222222,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,2.41509437561035,2021
8.77725894321739,1.72422319952484,97.6388888888889,closed,1,0,0,0,1,4.8301887512207,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,1,1,1,2021
0,1.84466228713611,99.4722222222222,other,0,0,1,0,1,1,2021
91.6721454006249,2.31275253588206,32.1388888888889,closed,1,0,0,0,1,2.41509437561035,2021
0,1.70419351148148,99.4722222222222,other,0,0,1,0,1,4,2021
0,0,100,other,0,0,1,0,1,1,2021
0,1.90337512429925,96.5277777777778,open,0,1,0,1,1,4.8301887512207,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,1.67914863872333,99.75,other,0,0,1,0,1,1,2021
0,1.93374033499401,81.5,other,0,0,1,0,1,2.41509437561035,2021
0,0,100,other,0,0,1,0,1,1,2021
0,1.75063787344403,99.5555555555556,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,1,1,4.8301887512207,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
12.9322866092807,1.69633245336789,84.1666666666667,closed,1,0,0,0,1,2.41509437561035,2021
0,1.80756739510592,97.6111111111111,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,8,2021
81.6151604631309,1.67722447715091,96.1944444444444,closed,1,0,0,0,1,4.8301887512207,2021
0,1.69876356040799,98.8611111111111,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,1,1,4.8301887512207,2021
0,0,100,other,0,0,1,0,1,1,2021
0,1.77137649438653,80.5833333333333,other,0,0,1,0,1,1,2021
0,2.15004732310314,89.4722222222222,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,1.8230401955722,84.5833333333333,other,0,0,1,0,1,1,2021
0,1.78905996807436,89.1944444444444,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,1.8434661713527,95.1388888888889,other,0,0,1,0,1,1,2021
0,1.75583197249955,99.9444444444444,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,1.76225966423862,96.1666666666667,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2021
0,0,100,other,0,0,1,0,1,1,2022
0,0,100,other,0,0,1,0,1,1,2022
